X, Y
11081, 22165;
12428, 24859;
8895, 17793;
15903, 31809;
28229, 56461;
3694, 7391;
13781, 27565;
6894, 13791;
16611, 33225;
22966, 45935;
4058, 8119;
18819, 37641;
11900, 23803;
5924, 11851;
28196, 56395;
28456, 56915;
28480, 56963;
26104, 52211;
23425, 46853;
29126, 58255;
2393, 4789;
3323, 6649;
6440, 12883;
3334, 6671;
27497, 54997;
22718, 45439;
5104, 10211;
17077, 34157;
6021, 12045;
12070, 24143;
14784, 29571;
10861, 21725;
22567, 45137;
1784, 3571;
17223, 34449;
25714, 51431;
11662, 23327;
23506, 47015;
17901, 35805;
13274, 26551;
1161, 2325;
9611, 19225;
8713, 17429;
1009, 2021;
13892, 27787;
15515, 31033;
8532, 17067;
23771, 47545;
14945, 29893;
18926, 37855;
22942, 45887;
2939, 5881;
16202, 32407;
17172, 34347;
10175, 20353;
148, 299;
7366, 14735;
25229, 50461;
22225, 44453;
11054, 22111;
21707, 43417;
20, 43;
18332, 36667;
21052, 42107;
5780, 11563;
8537, 17077;
11346, 22695;
12667, 25337;
706, 1415;
2595, 5193;
11389, 22781;
23965, 47933;
22759, 45521;
70, 143;
1333, 2669;
13223, 26449;
9585, 19173;
22049, 44101;
1126, 2255;
22424, 44851;
27044, 54091;
24507, 49017;
10097, 20197;
1611, 3225;
27643, 55289;
1952, 3907;
5186, 10375;
16030, 32063;
16880, 33763;
5942, 11887;
1634, 3271;
1492, 2987;
4810, 9623;
13173, 26349;
2382, 4767;
19256, 38515;
1927, 3857;
2166, 4335;
25928, 51859;
12035, 24073;
20506, 41015;
12650, 25303;
16748, 33499;
12416, 24835;
5414, 10831;
25599, 51201;
2502, 5007;
1902, 3807;
4012, 8027;
18623, 37249;
26578, 53159;
11430, 22863;
13617, 27237;
7913, 15829;
2356, 4715;
22014, 44031;
18756, 37515;
11428, 22859;
2201, 4405;
26988, 53979;
5135, 10273;
27457, 54917;
25869, 51741;
11119, 22241;
26411, 52825;
18625, 37253;
24910, 49823;
11434, 22871;
25785, 51573;
8855, 17713;
22929, 45861;
15058, 30119;
15534, 31071;
23983, 47969;
164, 331;
22731, 45465;
21614, 43231;
16302, 32607;
25636, 51275;
526, 1055;
3229, 6461;
28028, 56059;
240, 483;
15694, 31391;
6449, 12901;
13056, 26115;
1709, 3421;
16987, 33977;
8140, 16283;
762, 1527;
21164, 42331;
14150, 28303;
4170, 8343;
1847, 3697;
6457, 12917;
18630, 37263;
27541, 55085;
2096, 4195;
5876, 11755;
8666, 17335;
27841, 55685;
21940, 43883;
22677, 45357;
1712, 3427;
18517, 37037;
3832, 7667;
2572, 5147;
5830, 11663;
182, 367;
2828, 5659;
11447, 22897;
1311, 2625;
14315, 28633;
4448, 8899;
2216, 4435;
2472, 4947;
21964, 43931;
1622, 3247;
8518, 17039;
26411, 52825;
15420, 30843;
9273, 18549;
25699, 51401;
29300, 58603;
665, 1333;
18335, 36673;
11597, 23197;
24226, 48455;
15793, 31589;
14539, 29081;
27225, 54453;
27152, 54307;
456, 915;
4230, 8463;
5565, 11133;
6245, 12493;
439, 881;
14671, 29345;
8588, 17179;
16057, 32117;
7351, 14705;
1904, 3811;
24552, 49107;
6905, 13813;
12606, 25215;
67, 137;
15219, 30441;
1372, 2747;
28457, 56917;
3077, 6157;
21510, 43023;
13366, 26735;
28475, 56953;
24282, 48567;
21414, 42831;
1037, 2077;
20405, 40813;
15617, 31237;
4019, 8041;
16843, 33689;
2551, 5105;
5529, 11061;
19043, 38089;
22676, 45355;
10629, 21261;
148, 299;
10351, 20705;
18872, 37747;
1613, 3229;
17595, 35193;
12044, 24091;
14571, 29145;
12296, 24595;
2498, 4999;
24093, 48189;
25299, 50601;
7232, 14467;
20158, 40319;
15015, 30033;
19889, 39781;
11633, 23269;
11268, 22539;
23941, 47885;
27972, 55947;
3442, 6887;
18964, 37931;
23133, 46269;
15851, 31705;
24886, 49775;
11237, 22477;
4818, 9639;
6921, 13845;
21918, 43839;
19874, 39751;
18939, 37881;
21677, 43357;
28305, 56613;
1894, 3791;
3092, 6187;
18547, 37097;
19535, 39073;
3397, 6797;
15988, 31979;
421, 845;
23298, 46599;
12427, 24857;
27583, 55169;
9382, 18767;
8343, 16689;
17992, 35987;
8285, 16573;
10641, 21285;
7371, 14745;
22284, 44571;
27435, 54873;
10781, 21565;
28553, 57109;
1727, 3457;
22128, 44259;
18116, 36235;
14707, 29417;
3284, 6571;
27922, 55847;
26404, 52811;
27327, 54657;
1007, 2017;
8202, 16407;
22949, 45901;
29764, 59531;
14981, 29965;
8213, 16429;
5724, 11451;
3796, 7595;
25331, 50665;
2684, 5371;
10543, 21089;
3277, 6557;
25586, 51175;
12599, 25201;
1850, 3703;
27115, 54233;
1001, 2005;
13694, 27391;
21362, 42727;
3424, 6851;
15524, 31051;
3680, 7363;
22152, 44307;
29223, 58449;
2371, 4745;
18887, 37777;
11793, 23589;
10645, 21293;
3158, 6319;
14555, 29113;
435, 873;
27697, 55397;
20359, 40721;
10102, 20207;
402, 807;
11461, 22925;
25464, 50931;
10200, 20403;
2364, 4731;
25013, 50029;
2511, 5025;
18077, 36157;
21457, 42917;
864, 1731;
8111, 16225;
15084, 30171;
1367, 2737;
10213, 20429;
778, 1559;
26352, 52707;
9373, 18749;
4952, 9907;
16468, 32939;
15500, 31003;
12879, 25761;
196, 395;
20393, 40789;
23114, 46231;
8729, 17461;
18115, 36233;
2801, 5605;
29845, 59693;
28431, 56865;
2972, 5947;
15219, 30441;
24361, 48725;
20301, 40605;
20029, 40061;
2711, 5425;
19143, 38289;
19162, 38327;
26522, 53047;
14817, 29637;
2861, 5725;
14803, 29609;
5492, 10987;
7755, 15513;
1045, 2093;
28101, 56205;
3628, 7259;
18610, 37223;
17821, 35645;
2650, 5303;
1754, 3511;
1140, 2283;
20247, 40497;
20792, 41587;
24474, 48951;
24984, 49971;
20962, 41927;
25894, 51791;
27174, 54351;
7471, 14945;
680, 1363;
18544, 37091;
2426, 4855;
18105, 36213;
27145, 54293;
6797, 13597;
21203, 42409;
16635, 33273;
5193, 10389;
22784, 45571;
18217, 36437;
7984, 15971;
26949, 53901;
10108, 20219;
7840, 15683;
20045, 40093;
16556, 33115;
25419, 50841;
21609, 43221;
25481, 50965;
1643, 3289;
1521, 3045;
1038, 2079;
13341, 26685;
873, 1749;
6924, 13851;
6078, 12159;
6728, 13459;
7797, 15597;
19838, 39679;
12518, 25039;
2967, 5937;
10621, 21245;
20430, 40863;
2513, 5029;
25699, 51401;
3840, 7683;
9164, 18331;
896, 1795;
3227, 6457;
29637, 59277;
1396, 2795;
11021, 22045;
22980, 45963;
8398, 16799;
2021, 4045;
4924, 9851;
21053, 42109;
18824, 37651;
23731, 47465;
13892, 27787;
13768, 27539;
580, 1163;
11433, 22869;
27421, 54845;
28486, 56975;
1466, 2935;
19346, 38695;
2827, 5657;
21442, 42887;
20972, 41947;
17770, 35543;
1786, 3575;
21169, 42341;
4986, 9975;
9713, 19429;
19017, 38037;
1608, 3219;
14581, 29165;
19024, 38051;
16891, 33785;
1791, 3585;
15525, 31053;
207, 417;
16876, 33755;
2165, 4333;
5550, 11103;
12006, 24015;
13938, 27879;
164, 331;
12352, 24707;
9411, 18825;
29540, 59083;
8310, 16623;
13839, 27681;
10187, 20377;
24623, 49249;
24231, 48465;
15107, 30217;
29332, 58667;
10790, 21583;
23565, 47133;
8752, 17507;
19250, 38503;
28954, 57911;
8966, 17935;
20232, 40467;
16289, 32581;
8747, 17497;
26369, 52741;
415, 833;
355, 713;
29917, 59837;
23872, 47747;
9808, 19619;
9321, 18645;
15983, 31969;
4828, 9659;
20431, 40865;
17719, 35441;
3944, 7891;
25609, 51221;
14, 31;
23108, 46219;
20338, 40679;
875, 1753;
17076, 34155;
13471, 26945;
19307, 38617;
27081, 54165;
11546, 23095;
29656, 59315;
27066, 54135;
1, 5;
26920, 53843;
28958, 57919;
943, 1889;
24861, 49725;
20112, 40227;
26021, 52045;
19534, 39071;
213, 429;
1608, 3219;
20555, 41113;
7038, 14079;
12629, 25261;
19502, 39007;
24186, 48375;
22333, 44669;
5487, 10977;
1511, 3025;
23632, 47267;
26950, 53903;
15092, 30187;
1977, 3957;
28669, 57341;
4629, 9261;
1856, 3715;
27930, 55863;
9325, 18653;
22778, 45559;
11315, 22633;
7833, 15669;
1832, 3667;
17005, 34013;
21815, 43633;
9403, 18809;
23926, 47855;
16545, 33093;
9598, 19199;
26744, 53491;
13510, 27023;
4700, 9403;
27532, 55067;
7639, 15281;
21072, 42147;
1029, 2061;
11766, 23535;
11687, 23377;
17914, 35831;
18175, 36353;
57, 117;
26480, 52963;
9336, 18675;
21301, 42605;
701, 1405;
4009, 8021;
11448, 22899;
1782, 3567;
2411, 4825;
7723, 15449;
23677, 47357;
980, 1963;
61, 125;
16614, 33231;
14410, 28823;
12519, 25041;
9766, 19535;
419, 841;
19073, 38149;
14727, 29457;
15538, 31079;
22313, 44629;
7628, 15259;
16890, 33783;
2415, 4833;
22740, 45483;
14012, 28027;
16539, 33081;
15531, 31065;
11811, 23625;
20656, 41315;
19548, 39099;
5839, 11681;
2241, 4485;
25081, 50165;
8285, 16573;
16765, 33533;
23014, 46031;
11067, 22137;
2189, 4381;
12327, 24657;
25294, 50591;
22038, 44079;
24496, 48995;
18688, 37379;
10603, 21209;
26374, 52751;
13777, 27557;
1542, 3087;
9559, 19121;
1672, 3347;
6330, 12663;
10048, 20099;
14604, 29211;
25983, 51969;
11474, 22951;
23108, 46219;
19287, 38577;
16597, 33197;
10087, 20177;
1485, 2973;
5386, 10775;
18533, 37069;
10749, 21501;
20907, 41817;
450, 903;
27929, 55861;
26597, 53197;
29227, 58457;
27656, 55315;
23119, 46241;
18961, 37925;
8313, 16629;
27627, 55257;
7810, 15623;
1318, 2639;
24179, 48361;
20878, 41759;
18214, 36431;
21971, 43945;
1760, 3523;
6702, 13407;
29651, 59305;
22370, 44743;
6576, 13155;
4232, 8467;
9382, 18767;
10380, 20763;
7557, 15117;
14408, 28819;
18405, 36813;
21138, 42279;
14963, 29929;
3524, 7051;
19169, 38341;
9865, 19733;
29188, 58379;
28138, 56279;
12833, 25669;
1269, 2541;
6272, 12547;
14967, 29937;
1932, 3867;
17306, 34615;
29547, 59097;
3691, 7385;
22279, 44561;
9615, 19233;
8526, 17055;
5817, 11637;
24688, 49379;
6548, 13099;
11963, 23929;
25410, 50823;
2218, 4439;
12965, 25933;
1883, 3769;
17412, 34827;
18443, 36889;
3792, 7587;
23402, 46807;
1679, 3361;
14130, 28263;
8259, 16521;
150, 303;
10169, 20341;
18924, 37851;
3241, 6485;
14307, 28617;
19859, 39721;
12633, 25269;
5815, 11633;
467, 937;
7580, 15163;
10570, 21143;
17921, 35845;
13828, 27659;
17204, 34411;
13550, 27103;
16659, 33321;
12570, 25143;
14931, 29865;
3758, 7519;
3517, 7037;
623, 1249;
12922, 25847;
20309, 40621;
11182, 22367;
27736, 55475;
7658, 15319;
4212, 8427;
15684, 31371;
6906, 13815;
16661, 33325;
3589, 7181;
12963, 25929;
1772, 3547;
22098, 44199;
2894, 5791;
11013, 22029;
22351, 44705;
6612, 13227;
2520, 5043;
81, 165;
1084, 2171;
20957, 41917;
19137, 38277;
12526, 25055;
26956, 53915;
10031, 20065;
383, 769;
7129, 14261;
24926, 49855;
25028, 50059;
422, 847;
17141, 34285;
20372, 40747;
23998, 47999;
26139, 52281;
1955, 3913;
14751, 29505;
19617, 39237;
4778, 9559;
5523, 11049;
22333, 44669;
5824, 11651;
24485, 48973;
28634, 57271;
15103, 30209;
28917, 57837;
10446, 20895;
21572, 43147;
800, 1603;
1381, 2765;
17271, 34545;
26859, 53721;
27315, 54633;
627, 1257;
8168, 16339;
26632, 53267;
588, 1179;
1556, 3115;
6657, 13317;
15882, 31767;
14754, 29511;
5747, 11497;
15649, 31301;
19941, 39885;
6307, 12617;
24310, 48623;
2582, 5167;
20397, 40797;
26857, 53717;
25233, 50469;
14197, 28397;
2099, 4201;
2571, 5145;
23161, 46325;
21340, 42683;
527, 1057;
15959, 31921;
13067, 26137;
4150, 8303;
24334, 48671;
14062, 28127;
15294, 30591;
15087, 30177;
15278, 30559;
2289, 4581;
4951, 9905;
15240, 30483;
21240, 42483;
27147, 54297;
9308, 18619;
28606, 57215;
29645, 59293;
63, 129;
17866, 35735;
6374, 12751;
18229, 36461;
10451, 20905;
21514, 43031;
24860, 49723;
20723, 41449;
12988, 25979;
22050, 44103;
15260, 30523;
24157, 48317;
205, 413;
809, 1621;
9328, 18659;
22378, 44759;
26234, 52471;
15357, 30717;
844, 1691;
9741, 19485;
9010, 18023;
19768, 39539;
13750, 27503;
10177, 20357;
29053, 58109;
3423, 6849;
1129, 2261;
23909, 47821;
2145, 4293;
11101, 22205;
2044, 4091;
19787, 39577;
1099, 2201;
16688, 33379;
16575, 33153;
19340, 38683;
18989, 37981;
2483, 4969;
26086, 52175;
7326, 14655;
931, 1865;
444, 891;
12265, 24533;
9768, 19539;
4746, 9495;
11190, 22383;
8746, 17495;
8724, 17451;
15602, 31207;
3889, 7781;
6105, 12213;
2022, 4047;
16675, 33353;
17129, 34261;
6164, 12331;
8269, 16541;
27359, 54721;
12837, 25677;
13651, 27305;
456, 915;
3559, 7121;
15665, 31333;
1748, 3499;
7851, 15705;
2497, 4997;
15885, 31773;
13426, 26855;
1634, 3271;
15031, 30065;
17767, 35537;
1723, 3449;
2005, 4013;
1779, 3561;
9159, 18321;
1010, 2023;
18028, 36059;
8170, 16343;
4874, 9751;
12242, 24487;
22581, 45165;
2583, 5169;
5137, 10277;
14244, 28491;
26436, 52875;
2250, 4503;
21690, 43383;
23123, 46249;
23674, 47351;
28576, 57155;
12815, 25633;
23822, 47647;
4953, 9909;
24596, 49195;
10942, 21887;
1006, 2015;
22, 47;
23894, 47791;
21962, 43927;
18376, 36755;
1728, 3459;
11387, 22777;
12671, 25345;
9589, 19181;
11201, 22405;
28870, 57743;
24235, 48473;
20496, 40995;
13523, 27049;
23846, 47695;
7179, 14361;
17584, 35171;
13300, 26603;
7935, 15873;
5636, 11275;
8311, 16625;
10957, 21917;
26157, 52317;
24211, 48425;
2234, 4471;
22383, 44769;
11847, 23697;
8583, 17169;
24161, 48325;
10799, 21601;
11552, 23107;
26862, 53727;
16529, 33061;
19892, 39787;
2708, 5419;
1485, 2973;
8841, 17685;
30, 63;
17793, 35589;
28948, 57899;
922, 1847;
25993, 51989;
27155, 54313;
14544, 29091;
16763, 33529;
27395, 54793;
2069, 4141;
19875, 39753;
27659, 55321;
13178, 26359;
16804, 33611;
17521, 35045;
25624, 51251;
15657, 31317;
14678, 29359;
24669, 49341;
17296, 34595;
20565, 41133;
2396, 4795;
964, 1931;
28694, 57391;
14115, 28233;
8724, 17451;
4263, 8529;
10151, 20305;
10156, 20315;
20738, 41479;
12159, 24321;
16509, 33021;
5203, 10409;
8143, 16289;
22028, 44059;
8243, 16489;
22103, 44209;
9362, 18727;
7327, 14657;
11819, 23641;
26276, 52555;
10063, 20129;
21177, 42357;
17709, 35421;
6383, 12769;
16573, 33149;
12994, 25991;
26704, 53411;
3329, 6661;
22093, 44189;
2254, 4511;
16158, 32319;
19027, 38057;
5991, 11985;
5310, 10623;
7411, 14825;
14812, 29627;
24567, 49137;
24275, 48553;
6054, 12111;
29223, 58449;
9256, 18515;
6216, 12435;
29035, 58073;
2472, 4947;
18799, 37601;
22097, 44197;
23032, 46067;
25424, 50851;
4300, 8603;
22654, 45311;
19175, 38353;
10591, 21185;
285, 573;
1284, 2571;
860, 1723;
27258, 54519;
10707, 21417;
22622, 45247;
26343, 52689;
3325, 6653;
1304, 2611;
2608, 5219;
17324, 34651;
3218, 6439;
8945, 17893;
13644, 27291;
17345, 34693;
13827, 27657;
1697, 3397;
13401, 26805;
3543, 7089;
21836, 43675;
11151, 22305;
27025, 54053;
22813, 45629;
2549, 5101;
17513, 35029;
3017, 6037;
817, 1637;
13726, 27455;
21320, 42643;
7894, 15791;
8312, 16627;
14556, 29115;
1046, 2095;
14078, 28159;
28129, 56261;
29251, 58505;
15981, 31965;
4269, 8541;
28069, 56141;
13252, 26507;
449, 901;
20585, 41173;
11649, 23301;
8762, 17527;
10881, 21765;
2520, 5043;
5959, 11921;
13119, 26241;
2427, 4857;
5665, 11333;
7042, 14087;
15684, 31371;
17086, 34175;
12480, 24963;
28505, 57013;
19937, 39877;
1731, 3465;
13406, 26815;
25014, 50031;
14953, 29909;
17550, 35103;
1552, 3107;
2983, 5969;
7874, 15751;
13122, 26247;
8190, 16383;
24580, 49163;
15987, 31977;
29715, 59433;
6935, 13873;
24146, 48295;
1743, 3489;
1824, 3651;
259, 521;
27879, 55761;
23154, 46311;
24736, 49475;
1321, 2645;
7759, 15521;
15673, 31349;
25996, 51995;
11539, 23081;
26095, 52193;
23094, 46191;
1037, 2077;
24383, 48769;
2744, 5491;
4628, 9259;
1367, 2737;
12791, 25585;
4158, 8319;
8920, 17843;
28967, 57937;
2194, 4391;
15674, 31351;
26809, 53621;
6985, 13973;
28700, 57403;
18700, 37403;
8498, 16999;
29774, 59551;
6916, 13835;
28341, 56685;
25685, 51373;
6347, 12697;
17685, 35373;
1572, 3147;
18530, 37063;
11221, 22445;
5031, 10065;
13215, 26433;
25496, 50995;
8572, 17147;
17943, 35889;
9829, 19661;
8267, 16537;
4757, 9517;
19060, 38123;
10898, 21799;
5943, 11889;
2189, 4381;
2683, 5369;
4674, 9351;
25620, 51243;
6554, 13111;
1222, 2447;
14841, 29685;
10347, 20697;
7268, 14539;
1600, 3203;
11331, 22665;
12455, 24913;
7332, 14667;
6108, 12219;
10391, 20785;
28527, 57057;
28476, 56955;
29831, 59665;
4481, 8965;
17203, 34409;
9896, 19795;
7003, 14009;
1537, 3077;
14853, 29709;
6019, 12041;
21013, 42029;
10798, 21599;
18347, 36697;
1613, 3229;
11209, 22421;
25374, 50751;
8690, 17383;
25195, 50393;
26580, 53163;
2570, 5143;
14149, 28301;
12911, 25825;
15635, 31273;
23214, 46431;
29565, 59133;
5530, 11063;
25938, 51879;
8431, 16865;
18171, 36345;
2415, 4833;
2007, 4017;
27072, 54147;
9204, 18411;
2986, 5975;
2881, 5765;
15174, 30351;
26125, 52253;
8097, 16197;
