X, Y, Z
16, 4020, 12576;
87, 274, 15964;
30, 5351, 17857;
1, 13707, 41127;
17, 10556, 32250;
66, 23159, 78193;
37, 11253, 36501;
1, 2199, 6603;
20, 29739, 90021;
93, 22015, 83347;
99, 18450, 74956;
39, 5014, 18088;
0, 22910, 68734;
42, 24987, 78493;
15, 27558, 83128;
11, 22943, 69075;
67, 1576, 13710;
42, 28366, 88630;
19, 22862, 69312;
16, 5215, 16161;
56, 14224, 48948;
3, 9007, 27043;
94, 18522, 73242;
11, 17064, 51438;
50, 22543, 72633;
58, 22760, 75012;
58, 26957, 87603;
50, 17951, 58857;
47, 27507, 86943;
69, 28473, 94945;
74, 14944, 55788;
25, 23486, 71712;
22, 19326, 58950;
38, 27382, 85038;
61, 11264, 41238;
73, 25680, 87702;
81, 13415, 53371;
70, 26372, 88920;
61, 5451, 23799;
36, 1992, 8572;
44, 8536, 29484;
67, 21729, 74169;
69, 871, 12139;
86, 26538, 94410;
96, 958, 21310;
58, 3353, 16791;
3, 6123, 18391;
91, 17328, 68550;
93, 2493, 24781;
21, 12241, 37609;
23, 22915, 69807;
58, 5670, 23742;
4, 22218, 66690;
27, 21824, 66934;
50, 1824, 10476;
88, 8830, 41982;
77, 13326, 51840;
91, 3633, 27465;
52, 7286, 27270;
83, 4861, 28365;
70, 13050, 48954;
81, 13443, 53455;
87, 1997, 21133;
19, 28988, 87690;
47, 24301, 77325;
53, 2984, 14574;
46, 25185, 79791;
53, 28329, 90609;
60, 18879, 63841;
54, 12585, 43591;
19, 6898, 21420;
15, 2003, 6463;
10, 26682, 80250;
84, 23841, 85639;
68, 12148, 45696;
73, 14050, 52812;
18, 16028, 48736;
22, 29374, 89094;
18, 16784, 51004;
91, 6188, 35130;
9, 23831, 71659;
77, 24771, 86175;
9, 1521, 4729;
8, 1696, 5220;
78, 11345, 46207;
79, 21001, 75489;
29, 17080, 52926;
61, 10831, 39939;
31, 2532, 9522;
49, 11769, 40113;
21, 16409, 50113;
24, 5662, 18142;
12, 13534, 40894;
17, 26899, 81279;
27, 12475, 38887;
50, 16455, 54369;
94, 2626, 25554;
21, 9578, 29620;
37, 3148, 12186;
5, 19157, 57525;
73, 4485, 24117;
10, 8998, 27198;
51, 1019, 8263;
70, 7210, 31434;
19, 22802, 69132;
2, 257, 783;
50, 4332, 18000;
64, 18300, 63096;
47, 8903, 31131;
50, 19658, 63978;
90, 29911, 105937;
71, 17748, 63330;
11, 24694, 74328;
61, 25573, 84165;
58, 12905, 45447;
91, 1758, 21840;
90, 101, 16507;
39, 9161, 30529;
95, 673, 20073;
18, 6236, 19360;
6, 2510, 7606;
43, 27264, 85494;
40, 6261, 21987;
26, 13763, 42645;
80, 2399, 20001;
22, 26411, 80205;
53, 24939, 80439;
0, 22300, 66904;
87, 19899, 74839;
85, 14971, 59367;
43, 15872, 51318;
46, 12052, 40392;
93, 29688, 106366;
74, 26425, 90231;
9, 11317, 34117;
14, 14508, 43920;
21, 17439, 53203;
56, 4800, 20676;
14, 316, 1344;
36, 8122, 26962;
18, 23983, 72601;
79, 5501, 28989;
37, 2255, 9507;
76, 1079, 14793;
47, 13338, 44436;
69, 23414, 79768;
0, 13210, 39634;
14, 19631, 59289;
37, 23366, 72840;
72, 5312, 26308;
22, 14300, 43872;
64, 27364, 90288;
48, 9230, 32302;
69, 13831, 51019;
37, 10698, 34836;
91, 6187, 35127;
66, 2238, 15430;
54, 18698, 61930;
5, 1564, 4746;
39, 1020, 6106;
34, 27034, 83418;
69, 3356, 19594;
83, 19390, 71952;
38, 4518, 16446;
38, 6488, 22356;
71, 26532, 89682;
98, 28752, 105468;
10, 28874, 86826;
90, 14753, 60463;
66, 9374, 36838;
81, 9382, 41272;
84, 1500, 18616;
47, 26517, 83973;
60, 1816, 12652;
59, 26953, 87825;
61, 8869, 34053;
17, 14404, 43794;
21, 10678, 32920;
49, 29428, 93090;
65, 3779, 19791;
65, 1333, 12453;
93, 12078, 53536;
76, 24344, 84588;
22, 24615, 74817;
48, 2274, 11434;
39, 17101, 54349;
89, 14424, 59118;
73, 9109, 37989;
46, 19258, 62010;
59, 26864, 87558;
75, 19214, 68896;
82, 21800, 78852;
24, 24094, 73438;
14, 8075, 24621;
97, 18884, 75474;
68, 10444, 40584;
14, 27109, 81723;
40, 20134, 63606;
69, 16828, 60010;
38, 8898, 29586;
41, 2521, 10929;
37, 2267, 9543;
82, 24425, 86727;
84, 32, 14212;
3, 903, 2731;
61, 7130, 28836;
70, 755, 12069;
70, 28494, 95286;
2, 3379, 10149;
82, 28901, 100155;
69, 9399, 37723;
20, 6282, 19650;
36, 1649, 7543;
66, 15700, 55816;
32, 2500, 9552;
60, 309, 8131;
18, 10381, 31795;
50, 786, 7362;
19, 18528, 56310;
8, 2324, 7104;
13, 10516, 31890;
28, 24861, 76155;
68, 7297, 31143;
97, 6367, 37923;
96, 27528, 101020;
78, 13322, 52138;
41, 3156, 12834;
97, 27333, 100821;
76, 3552, 22212;
69, 1663, 14515;
26, 23737, 72567;
94, 27862, 101262;
79, 17670, 65496;
55, 20920, 68814;
69, 21957, 75397;
32, 21704, 67164;
32, 2391, 9225;
34, 3587, 13077;
36, 22335, 69601;
64, 19875, 67821;
1, 4903, 14715;
35, 4931, 17247;
38, 15651, 49845;
35, 69, 2661;
98, 10042, 49338;
3, 18801, 56425;
86, 5155, 30261;
71, 27614, 92928;
19, 13132, 40122;
45, 10518, 35608;
39, 7713, 26185;
46, 3701, 15339;
73, 14986, 55620;
6, 3026, 9154;
10, 9909, 29931;
37, 23906, 74460;
6, 4631, 13969;
3, 19672, 59038;
88, 10157, 45963;
75, 3537, 21865;
61, 28040, 91566;
99, 14704, 63718;
89, 15752, 63102;
91, 11589, 51333;
55, 15208, 51678;
27, 20852, 64018;
78, 27642, 95098;
5, 2579, 7791;
4, 20916, 62784;
16, 22483, 67965;
40, 12908, 41928;
49, 27619, 87663;
26, 27232, 83052;
80, 13073, 52023;
90, 28793, 102583;
51, 7219, 26863;
77, 28625, 97737;
5, 7621, 22917;
19, 6770, 21036;
22, 16083, 49221;
62, 6497, 27183;
88, 10010, 45522;
41, 15835, 50871;
61, 1338, 11460;
21, 22494, 68368;
19, 846, 3264;
76, 21995, 77541;
33, 28911, 88915;
62, 4619, 21549;
80, 11318, 46758;
57, 28688, 92566;
0, 2097, 6295;
55, 12573, 43773;
85, 20920, 77214;
63, 8296, 32830;
60, 592, 8980;
4, 2063, 6225;
70, 6735, 30009;
25, 17993, 55233;
98, 26177, 97743;
2, 18959, 56889;
21, 13195, 40471;
14, 8378, 25530;
51, 14414, 48448;
78, 29470, 100582;
33, 12942, 41008;
4, 13048, 39180;
91, 660, 18546;
23, 10356, 32130;
51, 17552, 57862;
22, 963, 3861;
37, 11651, 37695;
39, 2826, 11524;
24, 12124, 37528;
34, 27598, 85110;
36, 10337, 33607;
62, 6479, 27129;
77, 8657, 37833;
55, 22114, 72396;
37, 25032, 77838;
21, 27556, 83554;
50, 21602, 69810;
88, 1163, 18981;
22, 4131, 13365;
32, 16607, 51873;
99, 1127, 22987;
99, 410, 20836;
81, 18997, 70117;
13, 23243, 70071;
21, 2393, 8065;
79, 18673, 68505;
55, 28563, 91743;
27, 10918, 34216;
55, 7018, 27108;
74, 28266, 95754;
81, 24868, 87730;
35, 19874, 62076;
27, 13306, 41380;
76, 14560, 55236;
95, 2472, 25470;
95, 22885, 86709;
73, 2067, 16863;
75, 19429, 69541;
20, 13870, 42414;
62, 858, 10266;
15, 13342, 40480;
13, 11323, 34311;
7, 16029, 48189;
89, 22301, 82749;
8, 412, 1368;
88, 5210, 31122;
49, 2300, 11706;
54, 24354, 78898;
72, 1950, 16222;
5, 6384, 19206;
41, 7145, 24801;
11, 17679, 53283;
97, 6989, 39789;
69, 7516, 32074;
82, 9014, 40494;
15, 25677, 77485;
37, 4195, 15327;
59, 6194, 25548;
73, 27719, 93819;
94, 27579, 100413;
2, 18864, 56604;
53, 10171, 36135;
32, 21670, 67062;
99, 23083, 88855;
45, 6550, 23704;
55, 322, 7020;
88, 18352, 70548;
41, 19172, 60882;
83, 29325, 101757;
74, 28552, 96612;
59, 5909, 24693;
92, 4638, 30846;
39, 26528, 82630;
86, 17248, 66540;
63, 9051, 35095;
79, 10633, 44385;
54, 1982, 11782;
0, 15380, 46144;
22, 21595, 65757;
85, 27846, 97992;
54, 18473, 61255;
77, 25070, 87072;
35, 25027, 77535;
65, 9708, 37578;
19, 24859, 75303;
57, 28656, 92470;
44, 27538, 86490;
32, 27140, 83472;
53, 8732, 31818;
65, 6221, 27117;
58, 25247, 82473;
71, 17805, 63501;
28, 14493, 45051;
34, 6381, 21459;
43, 16659, 53679;
50, 14586, 48762;
87, 1441, 19465;
35, 8173, 26973;
76, 4842, 26082;
58, 1327, 10713;
14, 20030, 60486;
95, 28, 18138;
27, 20087, 61723;
71, 18440, 65406;
27, 15392, 47638;
45, 13695, 45139;
3, 1965, 5917;
55, 26833, 86553;
9, 11782, 35512;
98, 14798, 63606;
87, 12950, 53992;
54, 21711, 70969;
52, 22596, 73200;
63, 10486, 39400;
38, 22511, 70425;
80, 2998, 21798;
22, 13631, 41865;
36, 13717, 43747;
98, 16778, 69546;
99, 1792, 24982;
57, 17908, 60226;
13, 28032, 84438;
8, 6363, 19221;
42, 12381, 40675;
55, 8818, 32508;
81, 20032, 73222;
42, 5291, 19405;
18, 19021, 57715;
69, 23131, 78919;
66, 10641, 40639;
49, 409, 6033;
89, 20616, 77694;
81, 9574, 41848;
35, 23010, 71484;
11, 6804, 20658;
61, 19078, 64680;
56, 25568, 82980;
34, 18136, 56724;
83, 12642, 51708;
94, 11575, 52401;
16, 28455, 85881;
7, 14794, 44484;
96, 10012, 48472;
18, 6013, 18691;
42, 14893, 48211;
31, 582, 3672;
65, 13487, 48915;
94, 24237, 90387;
9, 16891, 50839;
57, 27275, 88327;
56, 860, 8856;
0, 27410, 82234;
18, 20012, 60688;
76, 1757, 16827;
34, 5433, 18615;
71, 25705, 87201;
50, 366, 6102;
11, 5109, 15573;
37, 2175, 9267;
53, 11878, 41256;
24, 14852, 45712;
12, 18334, 55294;
15, 27130, 81844;
66, 13614, 49558;
12, 16966, 51190;
5, 6425, 19329;
83, 1148, 17226;
74, 2523, 18525;
88, 20767, 77793;
14, 1657, 5367;
3, 26410, 79252;
86, 20219, 75453;
3, 23182, 69568;
33, 10312, 33118;
17, 45, 717;
16, 29968, 90420;
49, 12326, 41784;
5, 16928, 50838;
17, 28226, 85260;
62, 18194, 62274;
72, 29071, 97585;
24, 19219, 58813;
14, 20298, 61290;
71, 18153, 64545;
59, 19714, 66108;
33, 26676, 82210;
97, 7675, 41847;
79, 23027, 81567;
97, 4049, 30969;
22, 283, 1821;
88, 27229, 97179;
86, 17796, 68184;
34, 1756, 7584;
51, 28245, 89941;
96, 25166, 93934;
33, 1585, 6937;
23, 12061, 37245;
34, 6657, 22287;
32, 10751, 34305;
68, 13892, 50928;
37, 13853, 44301;
92, 6196, 35520;
52, 1141, 8835;
9, 26203, 78775;
78, 19069, 69379;
34, 12678, 40350;
66, 19465, 67111;
4, 28105, 84351;
48, 15470, 51022;
58, 1939, 12549;
72, 15080, 55612;
21, 11555, 35551;
16, 28217, 85167;
58, 21355, 70797;
53, 915, 8367;
33, 24565, 75877;
48, 5304, 20524;
56, 5683, 23325;
7, 14688, 44166;
97, 18746, 75060;
33, 18395, 57367;
32, 16770, 52362;
36, 2295, 9481;
97, 12263, 55611;
1, 25380, 76146;
81, 20980, 76066;
34, 16598, 52110;
54, 11105, 39151;
47, 13867, 46023;
64, 938, 11010;
61, 10702, 39552;
89, 16387, 65007;
30, 1307, 5725;
97, 8376, 43950;
64, 12164, 44688;
18, 19353, 58711;
70, 22835, 78309;
85, 16838, 64968;
12, 22768, 68596;
22, 16871, 51585;
95, 8518, 43608;
45, 1648, 8998;
64, 4321, 21159;
25, 14627, 45135;
96, 8763, 44725;
61, 16342, 56472;
36, 15992, 50572;
53, 18038, 59736;
41, 14222, 46032;
94, 10828, 50160;
26, 11688, 36420;
41, 10879, 36003;
9, 25549, 76813;
73, 474, 12084;
76, 18364, 66648;
87, 19920, 74902;
41, 12571, 41079;
17, 26301, 79485;
84, 7121, 35479;
10, 3439, 10521;
27, 25009, 76489;
61, 4581, 21189;
26, 14168, 43860;
96, 22358, 85510;
48, 28760, 90892;
35, 22902, 71160;
93, 20118, 77656;
57, 5876, 24130;
54, 24816, 80284;
11, 1351, 4299;
38, 13603, 43701;
27, 29098, 88756;
35, 24812, 76890;
70, 29541, 98427;
8, 9838, 29646;
12, 21327, 64273;
52, 14292, 48288;
87, 3217, 24793;
43, 24119, 76059;
83, 19116, 71130;
6, 1986, 6034;
49, 2238, 11520;
65, 276, 9282;
47, 13825, 45897;
25, 24037, 73365;
91, 916, 19314;
48, 21741, 69835;
34, 16254, 51078;
52, 4865, 20007;
87, 24816, 89590;
22, 18816, 57420;
60, 10698, 39298;
31, 1725, 7101;
68, 353, 10311;
31, 20701, 64029;
33, 27775, 85507;
17, 27156, 82050;
36, 18092, 56872;
75, 2027, 17335;
51, 8364, 30298;
58, 1733, 11931;
82, 26697, 93543;
13, 12001, 36345;
25, 15699, 48351;
54, 15778, 53170;
57, 6116, 24850;
5, 29134, 87456;
37, 9192, 30318;
40, 6468, 22608;
39, 173, 3565;
2, 274, 834;
59, 1960, 12846;
32, 6038, 20166;
71, 21961, 75969;
53, 1203, 9231;
32, 25599, 78849;
1, 28773, 86325;
56, 21231, 69969;
44, 7881, 27519;
72, 25905, 88087;
84, 27415, 96361;
8, 13515, 40677;
36, 24609, 76423;
52, 18610, 61242;
71, 3873, 21705;
45, 9102, 31360;
32, 13470, 42462;
29, 12222, 38352;
51, 9359, 33283;
7, 11420, 34362;
28, 16835, 52077;
75, 258, 12028;
90, 1152, 19660;
60, 5901, 24907;
19, 21611, 65559;
7, 9504, 28614;
98, 14759, 63489;
43, 2092, 9978;
65, 10561, 40137;
5, 4911, 14787;
32, 28876, 88680;
38, 715, 5037;
30, 1352, 5860;
2, 11577, 34743;
90, 14665, 60199;
63, 125, 8317;
65, 7765, 31749;
27, 27836, 84970;
74, 5517, 27507;
15, 15403, 46663;
9, 21391, 64339;
48, 24361, 77695;
4, 23452, 70392;
6, 5776, 17404;
35, 13814, 43896;
83, 29288, 101646;
80, 25996, 90792;
73, 5293, 26541;
34, 24793, 76695;
27, 4433, 14761;
45, 4618, 17908;
8, 3973, 12051;
90, 8799, 42601;
21, 4149, 13333;
47, 5331, 20415;
16, 2209, 7143;
90, 29695, 105289;
78, 26963, 93061;
90, 5948, 34048;
51, 6270, 24016;
58, 17160, 58212;
2, 18787, 56373;
85, 10411, 45687;
18, 20266, 61450;
54, 2330, 12826;
79, 27663, 95475;
33, 2539, 9799;
10, 3243, 9933;
64, 13482, 48642;
16, 18549, 56163;
59, 1947, 12807;
0, 19336, 58012;
34, 24962, 77202;
95, 3495, 28539;
29, 18128, 56070;
99, 1358, 23680;
42, 24894, 78214;
32, 28458, 87426;
37, 2415, 9987;
78, 12540, 49792;
24, 5072, 16372;
87, 16762, 65428;
80, 25796, 90192;
16, 13223, 40185;
80, 4094, 25086;
97, 26245, 97557;
36, 1837, 8107;
10, 18647, 56145;
45, 7135, 25459;
28, 2603, 9381;
39, 22687, 71107;
53, 23832, 77118;
31, 49, 2073;
66, 11973, 44635;
38, 27425, 85167;
69, 634, 11428;
54, 27334, 87838;
42, 2459, 10909;
31, 15180, 47466;
79, 2514, 20028;
29, 17186, 53244;
36, 12140, 39016;
92, 16593, 66711;
96, 19783, 77785;
27, 431, 2755;
92, 4329, 29919;
57, 20211, 67135;
83, 5333, 29781;
97, 14393, 62001;
59, 18234, 61668;
74, 17672, 63972;
74, 5309, 26883;
42, 19395, 61717;
21, 12408, 38110;
14, 3837, 11907;
90, 7491, 38677;
66, 12512, 46252;
96, 23602, 89242;
85, 159, 14931;
15, 25695, 77539;
16, 6730, 20706;
63, 18409, 63169;
68, 16402, 58458;
37, 10812, 35178;
49, 13966, 46704;
52, 27539, 88029;
79, 8814, 38928;
58, 11708, 41856;
26, 18574, 57078;
60, 5659, 24181;
38, 29, 2979;
86, 28914, 101538;
85, 4094, 26736;
65, 6624, 28326;
93, 1598, 22096;
65, 19879, 68091;
49, 488, 6270;
39, 18738, 59260;
6, 22085, 66331;
4, 22998, 69030;
57, 20776, 68830;
80, 17112, 64140;
71, 8857, 36657;
89, 7215, 37491;
41, 18160, 57846;
54, 3724, 17008;
61, 17141, 58869;
74, 4248, 23700;
37, 27461, 85125;
25, 2428, 8538;
39, 15096, 48334;
54, 1911, 11569;
56, 2128, 12660;
74, 8907, 37677;
53, 20436, 66930;
44, 5161, 19359;
94, 15567, 64377;
65, 26639, 88371;
49, 930, 7596;
42, 28063, 87721;
87, 177, 15673;
19, 25041, 75849;
25, 8141, 25677;
35, 18108, 56778;
78, 8573, 37891;
41, 16401, 52569;
62, 12723, 45861;
93, 6376, 36430;
6, 12508, 37600;
16, 22207, 67137;
7, 2519, 7659;
92, 2191, 23505;
29, 586, 3444;
55, 27202, 87660;
93, 27745, 100537;
65, 25491, 84927;
28, 921, 4335;
32, 19444, 60384;
84, 29421, 102379;
92, 4582, 30678;
60, 25966, 85102;
76, 18084, 65808;
20, 28904, 87516;
3, 2241, 6745;
32, 5058, 17226;
34, 23315, 72261;
50, 18982, 61950;
93, 28448, 102646;
32, 2354, 9114;
23, 19576, 59790;
2, 22670, 68022;
19, 29587, 89487;
96, 12655, 56401;
89, 1997, 21837;
12, 11420, 34552;
42, 9374, 31654;
35, 15839, 49971;
80, 6719, 32961;
52, 7646, 28350;
11, 15178, 45780;
28, 29179, 89109;
55, 6609, 25881;
44, 11128, 37260;
62, 29906, 97410;
36, 25055, 77761;
65, 1466, 12852;
54, 11425, 40111;
68, 18215, 63897;
55, 16381, 55197;
81, 6386, 32284;
96, 20771, 80749;
89, 25965, 93741;
55, 1434, 10356;
25, 11241, 34977;
10, 29151, 87657;
86, 5244, 30528;
60, 27471, 89617;
64, 28929, 94983;
3, 12614, 37864;
24, 20319, 62113;
10, 12681, 38247;
0, 271, 817;
12, 27617, 83143;
47, 15320, 50382;
1, 14601, 43809;
21, 14301, 43789;
72, 922, 13138;
44, 28378, 89010;
36, 27493, 85075;
80, 24747, 87045;
30, 14897, 46495;
36, 270, 3406;
55, 29573, 94773;
5, 12969, 38961;
86, 2216, 21444;
10, 29519, 88761;
53, 17959, 59499;
73, 7551, 33315;
53, 11672, 40638;
73, 25389, 86829;
62, 1324, 11664;
13, 26053, 78501;
23, 20441, 62385;
23, 3950, 12912;
58, 29193, 94311;
65, 4492, 21930;
32, 22557, 69723;
76, 11400, 45756;
40, 21095, 66489;
73, 9427, 38943;
69, 18294, 64408;
93, 2344, 24334;
96, 19587, 77197;
52, 11794, 40794;
3, 7436, 22330;
61, 687, 9507;
98, 13758, 60486;
52, 8883, 32061;
87, 5784, 32494;
56, 18863, 62865;
5, 28750, 86304;
27, 2964, 10354;
17, 16619, 50439;
31, 323, 2895;
45, 9147, 31495;
29, 390, 2856;
12, 22632, 68188;
85, 28020, 98514;
69, 17763, 62815;
91, 1185, 20121;
3, 1109, 3349;
76, 5092, 26832;
37, 28919, 89499;
54, 25262, 81622;
79, 8527, 38067;
73, 21543, 75291;
89, 4347, 28887;
2, 4043, 12141;
67, 2227, 15663;
64, 29269, 96003;
93, 22346, 84340;
84, 411, 15349;
55, 3829, 17541;
73, 12474, 48084;
3, 1424, 4294;
45, 15299, 49951;
77, 5709, 28989;
82, 17494, 65934;
36, 1486, 7054;
32, 3518, 12606;
99, 22597, 87397;
14, 6494, 19878;
91, 21210, 80196;
52, 21306, 69330;
79, 11341, 46509;
48, 26553, 84271;
76, 12508, 49080;
43, 9897, 33393;
22, 23911, 72705;
49, 6019, 22863;
26, 13778, 42690;
16, 8944, 27348;
34, 23211, 71949;
22, 93, 1251;
85, 8716, 40602;
82, 2747, 21693;
28, 14275, 44397;
28, 14299, 44469;
85, 2225, 21129;
63, 2488, 15406;
69, 2112, 15862;
26, 21028, 64440;
50, 18489, 60471;
70, 10024, 39876;
53, 18948, 62466;
83, 6742, 34008;
98, 21232, 82908;
37, 21089, 66009;
60, 16870, 57814;
44, 15632, 50772;
42, 18297, 58423;
31, 2366, 9024;
60, 20497, 68695;
2, 550, 1662;
85, 22857, 83025;
75, 12253, 48013;
2, 13973, 41931;
51, 24864, 79798;
39, 2344, 10078;
80, 592, 14580;
68, 28437, 94563;
16, 26043, 78645;
79, 11700, 47586;
59, 24861, 81549;
28, 23367, 71673;
74, 25703, 88065;
61, 19421, 65709;
24, 28094, 85438;
44, 17783, 57225;
33, 2455, 9547;
97, 16234, 67524;
89, 498, 17340;
20, 12548, 38448;
50, 772, 7320;
63, 13170, 47452;
85, 13866, 56052;
72, 1457, 14743;
31, 23098, 71220;
61, 27364, 89538;
62, 23084, 76944;
23, 18966, 57960;
37, 26906, 83460;
64, 22784, 76548;
69, 25972, 87442;
40, 20541, 64827;
57, 26694, 86584;
99, 2523, 27175;
60, 22974, 76126;
21, 23045, 70021;
56, 12009, 42303;
42, 23263, 73321;
19, 13501, 41229;
83, 12210, 50412;
50, 3164, 14496;
36, 841, 5119;
84, 15511, 60649;
16, 17819, 53973;
8, 1921, 5895;
69, 27818, 92980;
24, 7270, 22966;
93, 15530, 63892;
81, 11564, 47818;
30, 23398, 71998;
5, 20665, 62049;
12, 13024, 39364;
13, 20677, 62373;
64, 26423, 87465;
71, 25617, 86937;
2, 25550, 76662;
37, 17576, 55470;
92, 17323, 68901;
47, 1589, 9189;
22, 6429, 20259;
29, 1205, 5301;
98, 22690, 87282;
80, 12958, 51678;
61, 27399, 89643;
26, 28673, 87375;
61, 10961, 40329;
60, 18716, 63352;
20, 20700, 62904;
64, 23890, 79866;
13, 5186, 15900;
92, 7727, 40113;
14, 382, 1542;
97, 2679, 26859;
54, 19666, 64834;
3, 2158, 6496;
79, 9190, 40056;
20, 6830, 21294;
66, 17073, 59935;
43, 15396, 49890;
85, 20380, 75594;
15, 1867, 6055;
34, 17125, 53691;
20, 9198, 28398;
87, 23874, 86764;
70, 2072, 16020;
74, 29128, 98340;
51, 12574, 42928;
85, 1802, 19860;
42, 28127, 87913;
40, 4997, 18195;
25, 7755, 24519;
98, 22844, 87744;
6, 3106, 9394;
25, 9375, 29379;
18, 16638, 50566;
58, 29361, 94815;
81, 2148, 19570;
84, 17002, 65122;
6, 13879, 41713;
36, 5466, 18994;
90, 14494, 59686;
61, 25488, 83910;
47, 24294, 77304;
97, 1722, 23988;
23, 29658, 90036;
71, 24718, 84240;
44, 11379, 38013;
47, 16488, 53886;
55, 23195, 75639;
55, 19508, 64578;
92, 15670, 63942;
51, 28814, 91648;
28, 4451, 14925;
47, 7208, 26046;
93, 18687, 73363;
7, 19052, 57258;
29, 2668, 9690;
23, 8547, 26703;
98, 23952, 91068;
12, 9942, 30118;
1, 10784, 32358;
36, 20659, 64573;
18, 27422, 82918;
37, 29873, 92361;
74, 15264, 56748;
72, 23351, 80425;
50, 8404, 30216;
19, 1099, 4023;
71, 13633, 50985;
59, 5863, 24555;
82, 6479, 32889;
20, 25024, 75876;
98, 19722, 78378;
77, 14089, 54129;
48, 22307, 71533;
12, 8613, 26131;
7, 23863, 71691;
81, 21693, 78205;
56, 4436, 19584;
34, 9569, 31023;
75, 6330, 30244;
24, 18290, 56026;
63, 20446, 69280;
68, 20927, 72033;
62, 4021, 19755;
88, 19822, 74958;
65, 22574, 76176;
47, 21662, 69408;
82, 1025, 16527;
65, 1098, 11748;
34, 27047, 83457;
92, 17776, 70260;
18, 3497, 11143;
28, 12659, 39549;
64, 18974, 65118;
81, 5567, 29827;
16, 3951, 12369;
23, 23211, 70695;
96, 8798, 44830;
17, 20899, 63279;
30, 1559, 6481;
66, 11910, 44446;
57, 10917, 39253;
40, 12365, 40299;
73, 26327, 89643;
69, 15598, 56320;
80, 10021, 42867;
28, 29823, 91041;
45, 28670, 90064;
23, 2671, 9075;
34, 13443, 42645;
6, 7442, 22402;
58, 29002, 93738;
45, 12971, 42967;
68, 25691, 86325;
34, 25967, 80217;
43, 1663, 8691;
25, 1991, 7227;
62, 10683, 39741;
35, 5654, 19416;
70, 24855, 84369;
0, 26812, 80440;
33, 5539, 18799;
48, 9498, 33106;
81, 27836, 96634;
16, 11271, 34329;
86, 25484, 91248;
86, 9891, 44469;
72, 17360, 62452;
70, 16698, 59898;
24, 21982, 67102;
3, 3435, 10327;
44, 29670, 92886;
65, 20361, 69537;
45, 25208, 79678;
48, 15169, 50119;
45, 4678, 18088;
65, 25469, 84861;
70, 12076, 46032;
60, 24969, 82111;
54, 8301, 30739;
54, 580, 7576;
91, 24128, 88950;
11, 12730, 38436;
0, 16523, 49573;
75, 19487, 69715;
0, 10990, 32974;
24, 24030, 73246;
82, 14851, 58005;
15, 4355, 13519;
58, 21988, 72696;
47, 26902, 85128;
48, 19950, 64462;
10, 23801, 71607;
86, 25029, 89883;
56, 18451, 61629;
99, 23448, 89950;
49, 383, 5955;
17, 8103, 24891;
22, 20894, 63654;
26, 21762, 66642;
98, 27940, 103032;
55, 2963, 14943;
81, 2530, 20716;
80, 862, 15390;
69, 47, 9667;
80, 984, 15756;
13, 1964, 6234;
32, 7062, 23238;
74, 22776, 79284;
2, 3960, 11892;
8, 2818, 8586;
60, 8902, 33910;
